Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Stop_Name,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop
4861,52469,490004628JA,PUTNEY ARTS THEATRE,523806,175103,106,5S11,0
4864,76192,490001231B,PUTNEY STATION #,523963,175111,14,5S02,0
4865,58582,490003758OA,BECMEAD AVENUE,530159,172084,22,4U05,0
4866,74578,490015037N,QUEEN MARY'S HOSPITAL,522163,174446,12,5P14,0
4867,74595,490015037S,QUEEN MARY'S HOSPITAL,522172,174423,192,5P14,0
4868,73860,490012924N,STREATHAM COMMON / GREYHOUND LANE,530202,170790,339,4T10,0
4869,48875,490000012B,BALHAM STATION <> #,528434,173175,27,5A05,0
4870,59314,490000233C,TOOTING BEC STATION <>,527969,172318,51,5F05,0
4871,71204,490000012C,BALHAM STATION <> #,528500,173276,206,5901,0
4872,50136,490000233G,TOOTING BEC STATION <>,528065,172381,224,5F05,0
4875,74025,490004215P,BOW FLYOVER,537990,183140,231,A801,0
4876,57372,490006917E,WOODGRANGE ROAD,540638,185018,263,AA04,0
4880,52603,490013584N,LITTLE COMMON,516276,193123,318,SH14,0
4891,76929,490003551W,BALAAM STREET,540473,182345,244,A516,0
4892,56266,490003551E,BALAAM STREET,540376,182298,48,A516,0
4893,76332,490011040E,PLAISTOW / PRINCE REGENT LANE,540923,182792,40,A602,0
4894,54389,490014269E,WATER LANE / UNIVERSITY OF EAST LONDON,539387,184552,62,A906,0
4896,53599,490014269W,WATER LANE / UNIVERSITY OF EAST LONDON,539476,184578,244,A906,0
4897,72645,490014249S,WARTON ROAD,538487,183770,220,A803,0
490,54705,490007024R,FRIENDLY STREET,537357,176754,146,2106,0
4900,77064,490000119K,HYDE PARK CORNER,528433,179666,315,0J06,0
4906,74570,490000119N,HYDE PARK CORNER STATION <>,528262,179813,250,0J05,0
4909,71695,490001038N,BRONDESBURY STATION #,524770,184468,324,RC08,0
4910,54337,490004565N,BUCKLEY ROAD,524967,184202,321,RC07,0
4911,52855,490000126A,KILBURN STATION <>,524686,184584,324,RC22,0
4912,56416,490014140N,SKARDU ROAD,524048,185393,325,R505,0
4913,54502,490005770K,CRICKLEWOOD BROADWAY / THE CROWN,523857,185653,322,R506,0
4916,50116,490014140S,MINSTER ROAD,524255,185171,139,R504,0
4917,48841,490009909S,ST CUTHBERT'S ROAD,524514,184855,144,R502,0
4918,77450,490000126B,KILBURN STATION <>,524623,184698,144,R501,0
4919,75891,490004565F,BUCKLEY ROAD,524923,184280,141,RC07,0
4920,54910,490001170R,BRONDESBURY ROAD,525357,183695,323,RC04,0
4925,55235,490001205C,FOOTSCRAY ROAD / SOUTHWOOD ROAD,544147,172947,324,GC13,0
4928,75473,490014349W,EASTCOTE ROAD,544922,176188,284,E807,0
4945,56693,490010333T,TOTTENHALL ROAD,530988,191974,2,U602,0
4946,51604,490015399S,NORTH CIRCULAR ROAD,530985,192178,176,U603,0
50,71607,490005188W,CHIPPENHAM ROAD,525220,182488,298,0P14,0
500,77232,490014020S,VAUXHALL CROSS,530413,178177,173,4701,0
501,73059,490014020P,VAUXHALL CROSS,530391,178215,5,4701,0
509,48123,490000223R,STOCKWELL GARDENS,530534,176431,331,4A05,0
51,50883,490013297E,CHIPPENHAM ROAD,525235,182495,118,0P14,0
517,50338,490008642H,ST MARK'S CHURCH,531265,177442,18,4806,0
5176,76459,490011833S,RYDAL DRIVE,550003,176503,193,E202,0
5178,71989,490007887N,HARWOODS GARAGE,529431,158500,19,H626,0
51781,51781,490008801P,KINGS MALL SHOPPING CENTRE,523165,178574,256,6803,0
5179,59208,490007887S,HARWOODS GARAGE,529409,158418,201,H626,0
520,56946,490000172D,OVAL STATION <>,531118,177636,323,4801,0
523,76913,490000132B,LAMBETH NORTH STATION <>,531163,179425,292,4303,0
526,58764,490000008U,ARCHWAY STATION <> / JUNCTION ROAD,529369,186765,18,CF02,0
528,57962,490014625L,WHITTINGTON HOSPITAL,529349,187011,149,CF08,0
529,47402,490003363M,ARCHWAY ROAD / ST JOHN'S WAY,529500,186972,34,CF03,0
53,56805,490001070N,CLAPTON STATION #,534748,186555,351,D904,0
530,72703,490003363N,ARCHWAY ROAD,529491,186943,215,CF03,0
531,59189,490008644E,KENNINGTON PARK,531399,177447,122,4807,0
532,76696,490008644F,KENNINGTON PARK,531333,177474,302,4807,0
5333,56488,490005710N,CRANLEIGH GARDENS,534088,161123,339,H130,0
534,50936,490012832X,STOCKWELL GARDENS,530565,176405,151,4A05,0
536,58596,490006475A,ELGIN AVENUE / MAIDA VALE STATION <>,526069,182824,322,0U03,0
538,72986,490000023J,BLACKFRIARS STATION<># / NORTH ENTRANCE,531641,181016,8,1901,0
539,48133,490011090S,LOUGHBOROUGH JUNCTION STATION #,532034,175891,231,4C02,0
54,57766,490001070S,CLAPTON STATION #,534749,186610,161,D904,0
540,71012,490001184A,LOUGHBOROUGH JUNCTION STATION #,531910,175815,56,4C03,0
541,58724,490012248E,PECKHAM ROAD / SOUTHAMPTON WAY,533549,176775,78,3P07,0
542,74240,490012248W,PECKHAM ROAD / SOUTHAMPTON WAY,533682,176781,266,3M01,0
544,50171,490000252V,WARREN STREET STN<> / TOTTENHAM COURT RD,529185,182271,246,8204,0
548,73780,490000051B,CLAPHAM NORTH & HIGH STREET STATIONS <> #,529861,175559,54,4J06,0
549,49051,490000051F,CLAPHAM NORTH & HIGH STREET STATIONS # <>,530004,175666,221,4J06,0
55,77920,490007861C,HARROW ROAD,524844,182040,357,0N01,0
553,73093,490014362E,WELLINGTON ROAD SOUTH,512811,175306,70,N805,0
5534,56037,490004830S,CAMBRIDGE GARDENS,534368,197371,189,UJ02,0
5535,48590,490004829N,CARTERHATCH LANE,534384,197613,11,UJ01,0
5536,55353,490004829S,CARTERHATCH LANE,534407,197588,193,UJ01,0
5537,57296,490008269S,HOE LANE,534498,197997,194,UM01,0
5538,57047,490008269N,HOE LANE,534468,197996,11,UM01,0
5539,71326,490006580N,ENFIELD CREMATORIUM,534570,198436,13,UH14,0
5540,71743,490006580S,ENFIELD CREMATORIUM,534600,198449,193,UH13,0
5541,51773,490009549N,MANOR COURT,534775,199429,11,UH11,0
5542,55180,490009549S,MANOR COURT,534807,199467,191,UH11,0
5543,50128,490008941E,LANGDALE GARDENS,535765,199821,108,UH09,0
5544,49579,490008941W,LANGDALE GARDENS,535674,199828,279,UH09,0
5545,59237,490008103E,BULLSMOOR LANE / HERTFORD ROAD,535919,199778,103,UH26,0
5546,57795,490008103W,BULLSMOOR LANE / HERTFORD ROAD,535959,199750,300,UH08,0
555,59560,490005358S,CLARENDON ROAD,540179,189759,189,XD02,0
557,75954,490012176E,NENE ROAD,507853,176960,93,PC03,0
559,50948,490006092N,ARNHEM WHARF PRIMARY SCHOOL,537165,179175,323,BM06,0
56,73108,490006428D,EDGWARE ROAD STATION <>,527011,181766,138,2,0
565,58143,490007994Y,BRENT CROSS STATION,523739,188062,232,T223,0
573,58363,490013340E,THE DYSART,518259,173303,79,MA11,0
575,52487,490005637C,COULSDON LIBRARY,529806,159563,204,H603,0
578,48988,490013340W,THE DYSART,518274,173295,256,MA11,0
58,53292,490013046N,SUSSEX GARDENS,527227,181537,137,1,0
585,72490,490009181N,LINDSAY ROAD,522891,165542,319,JC05,0
5861,56657,490006816W,FERRO ROAD,552462,182037,99,V023,0
5863,47444,490006386E,EASTWOOD DRIVE,553120,181582,144,V025,0
5868,49002,490014390W,WENNINGTON GREEN,554086,180952,279,V103,0
587,49650,490005090W1,CHEQUERS LANE / MERRILANDS RETAIL PARK,549014,183579,263,WG02,0
588,71904,490014137S,MANOR ROAD NORTH / ACRE LANE,528590,164809,146,J202,0
5885,72298,490005935W,DALE VIEW,551991,176471,245,E116,0
5886,47400,490005935E,DALE VIEW,551900,176452,78,E115,0
589,47696,490014137N,MANOR ROAD / ACRE LANE,528650,164683,330,J203,0
590,73451,490007616N,HACKBRIDGE CORNER / HACKBRIDGE STATION #,528491,166017,336,J510,0
595,57881,490001320B,WEMBLEY STADIUM STATION #,518899,185430,9,RR01,0
596,59599,490008418W,HUGUENOT PLACE / ALMA ROAD,526299,174769,256,5N08,0
597,47708,490003259E,EAST HILL / ALMA ROAD,526160,174753,78,5N07,0
5974,50559,490005895N,CULLODEN ROAD,531585,197113,345,UT04,0
5975,77015,490005895S,CULLODEN ROAD,531613,197046,165,UT04,0
5976,74293,490006191W,DRAPERS ROAD,531412,197472,325,UF09,0
5977,54757,490006191S,DRAPERS ROAD,531477,197394,146,UF09,0
5978,49845,490011728N,ROUNDHEDGE WAY,530805,198180,309,UF06,0
5979,71736,490011728S,ROUNDHEDGE WAY,530900,198119,129,UF06,0
5980,47727,490004172N,BOTANY BAY / THE ROBIN HOOD,529670,199143,301,UF05,0
5981,72834,490004172S,BOTANY BAY / THE ROBIN HOOD,529561,199244,124,UF05,0
5982,53784,490014774N,WINDRUSH,528776,199669,282,UF03,0
5983,58887,490014774S,WINDRUSH,528829,199666,102,UF03,0
5984,56584,490012744W,ST JOHN'S SENIOR SCHOOL,528138,199634,275,UF02,0
5985,76536,490012744E,ST JOHN'S SENIOR SCHOOL,528153,199643,95,UF02,0
5986,51251,490010203N,NEW COTTAGE FARM,527315,199987,314,UF01,0
5987,55129,490010203E,NEW COTTAGE FARM,527287,200026,130,UF01,0
60001,52076,2400102529,CHASTILIAN ROAD / NORTH ROAD,551916,173941,289,Z612,0
60002,56208,2400102531,NORTH ROAD,551948,173942,109,Z612,0
60003,55361,2400102533,SEATON ROAD,552217,173828,250,Z611,0
60004,51299,2400A070830A,SEATON ROAD,552245,173847,69,Z611,0
60005,49626,2400102535,PRINCES ROAD,552603,173879,149,Z610,0
60006,72052,2400102537,PRINCES ROAD,552561,173930,329,Z610,0
6001,72957,490014042K,NORTH CRAY ROAD / VICARAGE ROAD,549731,173335,198,EF25,0
6002,54123,490010858N,PARSONAGE LANE / NORTH CRAY CHURCH,548547,171881,24,EH09,0
6007,50951,490000157V,NORTH ACTON STATION <>,520865,181875,108,Q407,0
6008,73772,490000157B,NORTH ACTON STATION <>,520955,181894,200,Q510,0
6009,76558,490015032A,WALES FARM ROAD,520972,181967,21,Q510,0
6010,58668,490011946S,SCHOOL ROAD,521019,182035,209,Q509,0
6011,74709,490011946N,SCHOOL ROAD,521036,182092,34,Q509,0
6012,58086,490004981S,CHANDOS ROAD,521135,182199,223,Q508,0
6013,58552,490004981N,CHANDOS ROAD,521149,182234,43,Q508,0
6014,51158,490012028S,SHAFTESBURY GARDENS,521275,182346,223,Q507,0
6015,77259,490012028N,SHAFTESBURY GARDENS,521333,182427,47,Q507,0
6016,54549,490010569S,OLD OAK COMMON LANE,521369,182439,243,Q506,0
6017,52400,490010569N,OLD OAK LANE / ATLAS ROAD,521466,182532,33,Q506,0
6018,76299,490014331S,WEBB PLACE,521613,182755,202,RF20,0
6019,52439,490014331N,WEBB PLACE,521586,182722,23,RF20,0
602,51341,490008645Y,KENNINGTON ROAD,531365,177927,31,4804,0
6020,52667,490000271L,WILLESDEN JUNCTION STATION <>#,521706,182954,25,RF12,0
6021,49887,490000271M,WILLESDEN JUNCTION STATION <>#,521725,182980,188,RF12,0
6024,55074,490012803E,ST MARY'S ROAD,521359,183714,113,RF16,0
6025,71512,490005255S,DENBIGH CLOSE,521160,184097,206,RF17,0
6026,49318,490005255N,DENBIGH CLOSE,521144,184107,28,RF17,0
6029,77802,490014694W,WILLESDEN MAGISTRATES COURT,521683,184819,271,R708,0
603,48766,490008645Z,KENNINGTON ROAD,531384,177924,211,4804,0
6030,50958,490003711W,BEACONSFIELD ROAD,521873,184814,261,R707,0
6031,52498,490003711E,BEACONSFIELD ROAD,521916,184833,79,R707,0
6038,57558,490009799N,MELROSE AVENUE,523638,185309,29,R519,0
604,71484,490000121B,KENNINGTON STATION <>,531550,178227,31,4601,0
6044,53854,490005772N,CRICKLEWOOD BUS GARAGE,523327,186400,322,RA14,0
6045,75729,490008421S,HUMBER ROAD,523052,186769,138,RA12,0
6046,50016,490008421N,HUMBER ROAD,523005,186801,315,RA12,0
6047,59260,490013059S,SUTHERLAND HOUSE,522339,187628,146,T808,0
6048,50218,490011182N,PRIESTLEY WAY,522405,187482,321,T808,0
605,71244,490000121S,KENNINGTON STATION <>,531630,178336,210,4601,0
6051,57431,490014561S,WEST HENDON BROADWAY / HERBERT ROAD,521958,188168,144,T802,0
6052,54878,490014561D,WEST HENDON BROADWAY / HERBERT ROAD,521939,188174,323,T802,0
6056,72456,490014471N,HENDON MAGISTRATES COURT,521671,188472,317,T701,0
6059,74820,490014985S,ANNESLEY AVENUE,520692,189744,144,R009,0
606,56154,490000142A,MANOR HOUSE STATION <> / WOODBERRY GROVE,532018,187542,337,D803,0
6060,75958,490014985N,THE GREENWAY,520653,189770,324,R009,0
6061,76078,490004791S,CARLISLE ROAD,520503,189991,143,R008,0
6062,48433,490004791N,CARLISLE ROAD,520494,189982,322,R008,0
6063,47222,490010006S,MONTROSE AVENUE,520310,190221,141,R007,0
6064,55064,490010006N,MONTROSE AVENUE,520341,190162,320,R007,0
607,54097,490000142C,MANOR HOUSE STATION <>,532037,187541,157,D803,0
6070,74312,490006004HC,DEANSBROOK ROAD,519522,191242,326,SE02,0
6071,50025,490014573N,WHITCHURCH LANE,519305,191551,145,SD06,0
6074,48426,490005346R,CLAREMONT ROAD,524094,185962,52,T323,0
6077,52866,490005775W,DERSINGHAM ROAD,524296,186134,250,T322,0
6078,48327,490005775E,DERSINGHAM ROAD,524344,186162,70,T322,0
6079,48662,490009463W,LYNDALE AVENUE,524724,186314,239,T320,0
608,52059,490013161N,TATE LIBRARY,530406,177161,356,4A08,0
6080,74196,490009463E,LYNDALE AVENUE,524762,186351,58,T320,0
6081,48096,490009232S,LLANVANOR ROAD,525124,186701,194,T308,0
6082,56137,490009232N,LLANVANOR ROAD,525108,186682,14,T308,0
6083,74079,490006262S,DUNSTAN ROAD,525212,187001,191,T309,0
6084,56300,490006262N,DUNSTAN ROAD,525188,186952,19,T309,0
6085,54169,490007267GL,GOLDERS GREEN / FINCHLEY ROAD,525177,187331,171,T105,0
609,50758,490013161S,TATE LIBRARY,530375,177314,154,4A08,0
6090,73552,490005421S,CLIFTON GARDENS,524941,188338,164,T002,0
6091,50304,490005421N,CLIFTON GARDENS,524945,188282,344,T002,0
6092,72352,490005162S,CHILDS WAY,524821,188842,177,T004,0
6095,51633,490005162N,CHILDS WAY,524805,188929,359,T004,0
6096,53465,490008069N,HENLYS CORNER,524796,189497,1,TS01,0
6097,58513,490005488S,ALLANDALE AVENUE,524829,189644,188,TS02,0
6098,51858,490005488N,ALLANDALE AVENUE,524816,189710,7,TS02,0
6099,47114,490010079S,MOUNTFIELD ROAD,524860,189900,187,TS03,0
610,72202,490013613E,THIRD AVENUE,524341,182391,105,0N04,0
6100,75733,490010079N,MOUNTFIELD ROAD,524852,189979,11,TS03,0
6108,51905,490006642S,VICTORIA PARK,525736,191330,224,TT07,0
6109,76230,490006642N,VICTORIA PARK,525773,191391,44,TT07,0
611,58837,490007666W,SECOND AVENUE,524509,182346,279,0N04,0
6112,77356,490007373F4,GRANVILLE ROAD,525973,191587,220,TU13,0
6113,71641,490007373F3,GRANVILLE ROAD,525940,191568,40,TU13,0
6114,73222,490015271S,CHRISTCHURCH AVENUE,526061,191696,219,TU14,0
6117,57988,490014813J,WOODBERRY GROVE,526159,191841,39,TU04,0
6119,58134,490013003S,SUNBEAM ROAD,520829,182282,190,Q503,0
6120,71020,490013003N,SUNBEAM ROAD,520810,182245,11,Q503,0
6121,74101,490005905S,CUNARD ROAD,520822,182631,164,Q504,0
6125,77775,490014319S,WAXLOW ROAD,520878,183210,243,RG05,0
6127,50541,490000100S,HARLESDEN STATION <> #,520975,183313,203,RG06,0
6129,51898,490006717W,FAIRLIGHT AVENUE,521236,183410,314,RF01,0
6130,54267,490006717E,FAIRLIGHT AVENUE,521227,183432,136,RF01,0
6131,49849,490003154S,VICTORIA ROAD,520515,181900,322,Q416,0
6132,53545,490010824S,GORST ROAD,520346,182268,161,Q511,0
6133,59094,490010824N,GORST ROAD,520349,182227,341,Q511,0
6136,73729,490003078S,ACTON LANE,520241,182519,163,RG02,0
6137,76172,490003652S,BARRETTS GREEN ROAD,520553,182941,238,RG04,0
6138,50272,490003652E,BARRETTS GREEN ROAD,520535,182942,58,RG04,0
6144,56304,490005937E,DALLING ROAD,522588,178592,97,6C01,0
6146,71308,490011438E,RAVENSCOURT PARK STATION <>,522460,178626,106,6C07,0
6148,57263,490015027F,RAVENSCOURT PARK,522288,178647,92,6C02,0
6149,71097,490012533W,RAVENSCOURT PARK,522250,178635,271,6C02,0
6153,52755,490013850RR,CHISWICK LANE,521346,178534,263,NG03,0
6157,50110,490005211W,CHISWICK ROAD,520155,178521,265,NG10,0
6158,55977,490010687K,OXFORD ROAD NORTH,519648,178441,80,NF03,0
6159,71614,490010687J,POWER ROAD,519530,178408,260,NF03,0
616,75776,490010085S1,MOUNT PLEASANT,531182,182409,191,C107,0
6163,47481,490008690E,LONDON MUSEUM OF WATER AND STEAM,518740,177982,66,NE03,0
6164,75281,490008690W,THE MUSICAL MUSEUM,518622,177897,245,NE03,0
6167,76132,490004293E,THE MUSICAL MUSEUM,518433,177821,63,NE04,0
6168,76280,490006297B,WATERMANS CENTRE,518303,177742,246,NE05,0
6169,53884,490006297W,WATERMANS CENTRE,518237,177730,60,NE05,0
617,72008,490010089N,ROSEBERY AVENUE / MOUNT PLEASANT,531231,182290,320,C401,0
6170,48622,490007259W,GOAT WHARF,518104,177624,246,NE14,0
6173,73967,490004289D,BRENTFORD COUNTY COURT,517844,177476,59,NE15,0
6174,75333,490004289E,BRENTFORD COUNTY COURT,517842,177461,240,NE15,0
6175,48077,490004292F,MARKET PLACE,517632,177407,76,NE16,0
6176,53616,490004292G,MARKET PLACE,517586,177378,250,NE16,0
6179,56316,490004296E,BRENT LEA,517198,177252,57,NA01,0
618,54064,490010089S,ROSEBERY AVENUE / MOUNT PLEASANT,531127,182421,131,C107,0
6180,73927,490004296W,BRENT LEA,517142,177200,235,NA01,0
6181,57279,490003804E,BEECH AVENUE,516998,177107,57,NA02,0
6183,75879,490013141E,SYON LANE,516823,177010,61,NA03,0
6184,71163,490013141W,SYON LANE,516880,177025,241,NA03,0
6187,71006,490015029E,BUSCH CORNER,516600,176895,61,NA04,0
6188,59161,490015029W,BUSCH CORNER,516579,176867,242,NA04,0
6189,55387,490015029P,THE GREEN SCHOOL,516437,176808,63,NA14,0
619,56956,490013186N,TELFORD AVENUE,530428,173106,6,4N04,0
6190,50911,490004635S,THE GREEN SCHOOL,516455,176805,243,NA14,0
6191,72474,490007873E,TURNPIKE WAY,516181,176682,65,NA13,0
6192,51278,490007873W,TURNPIKE WAY,516135,176647,243,NA13,0
6193,58639,490014874J,WOOD LANE,515899,176534,62,NA11,0
6194,56919,490014874K,WOOD LANE,515998,176575,241,NA12,0
6195,51913,490009185E,LINKFIELD ROAD,515736,176470,85,NC09,0
6196,73030,490009185W,LINKFIELD ROAD,515771,176465,254,NA11,0
6197,52586,490001158B,ISLEWORTH STATION #,515566,176453,82,NC08,0
6200,50667,490008510E,WEST THAMES COLLEGE,515235,176414,83,NC07,0
6201,57120,490008510W,WEST THAMES COLLEGE,515208,176397,259,NC07,0
6202,49145,490013620E,THORNBURY ROAD,515064,176306,42,NC26,0
6205,71089,490004327W2,BRIDGE ROAD,514740,176075,64,N718,0
6206,56796,490004327W1,BRIDGE ROAD,514648,176015,247,N718,0
621,52334,490000144H,MARBLE ARCH STATION <> / EDGWARE ROAD,527748,181011,133,202,0
6210,58656,490008125E,HIBERNIA ROAD,513209,175455,70,N719,0
6211,75878,490008125W,HIBERNIA ROAD,513123,175410,250,N719,0
6212,57966,490012946E,ST STEPHEN'S AVENUE,522849,179551,71,6501,0
6213,74441,490012946W,ST STEPHEN'S AVENUE,522882,179542,253,6501,0
6214,74789,490004871E,CATHNOR ROAD,522672,179464,57,6502,0
6217,71265,490004871W,CATHNOR ROAD,522640,179426,251,6502,0
6218,71919,490015455W,ASKEW ROAD,522190,179269,249,6406,0
622,51987,490010176N,NEPTUNE STREET / ST OLAVES ESTATE,535176,179410,320,3802,0
6220,74425,490011296N,RAVENSCOURT GARDENS,521972,178982,10,NG20,0
6221,58613,490011296S,RAVENSCOURT GARDENS,521979,178934,190,NG20,0
6229,57350,490013841E,TUNSTOCK WAY,548518,178998,80,E505,0
6230,50239,490013841W,TUNSTOCK WAY,548415,178972,269,E505,0
6231,49488,490008837E,KINGSWOOD AVENUE,548724,179048,66,E504,0
6232,76669,490008837W,KINGSWOOD AVENUE,548623,179004,260,E504,0
6233,50143,490012627E,ST AUGUSTINE'S ROAD,548975,179101,91,E503,0
6234,57781,490012627W,ST AUGUSTINE'S ROAD,548949,179090,271,E503,0
6235,56174,490007175W,GILBERT ROAD,549228,179112,262,E502,0
6236,54001,490007175E,GILBERT ROAD,549197,179120,84,E502,0
6238,71421,490003880A,LOWER ROAD / BELVEDERE STATION #,549520,179047,291,E501,0
6239,59445,490007688E,HALT ROBIN LANE,549829,179009,95,E307,0
6240,47648,490007688W,HALT ROBIN LANE,549820,178993,265,E307,0
6241,58191,490011112W,POPLAR MOUNT,549969,179012,253,E306,0
6242,75136,490011112E,POPLAR MOUNT,550052,179046,82,E306,0
6243,55055,490009739E,MAYFIELD ROAD,550247,179016,105,E305,0
6244,47553,490009739W,MAYFIELD ROAD,550180,179022,280,E305,0
6247,58871,490005279E,LOWER ROAD / CHURCH MANORWAY,550719,178786,117,E304,0
6248,49624,490012687W,ST FRANCIS ROAD,550804,178659,318,E303,0
6249,52830,490012687S,ST FRANCIS ROAD,550876,178594,137,E303,0
6251,49457,490014784E,WINIFRED ROAD / THE SHIP,551104,178398,134,E302,0
6252,57463,490009725W,MAXIM ROAD / THE SHIP,550968,178498,310,E302,0
6254,47559,490006615L,ERITH STATION # / WEST STREET,551390,178202,122,E005,0
6255,50587,490006623E,WALNUT TREE ROAD,551295,178063,358,E004,0
6257,71606,490006999C,FRASER ROAD,551120,177988,99,E207,0
626,75242,490006282S,BROOKE ROAD,533603,186375,5,DA03,0
6260,53763,490009094S,LESNEY PARK,550566,177859,241,E206,0
6261,48707,490009094N,LESNEY PARK,550644,177924,57,E206,0
6264,59596,490004804N,CARLTON ROAD,550399,177749,33,E205,0
6265,77507,490004804S,CARLTON ROAD,550343,177598,196,E205,0
6266,73664,490010413S,NORTHUMBERLAND PARK,550301,177249,186,E204,0
6268,52582,490004477S,BROOK STREET,550166,176843,206,E203,0
6271,50641,490011832N,RYDAL DRIVE,550015,176584,18,E202,0
6272,50280,490001013B,BARNEHURST STATION #,549935,176272,218,E201,0
6273,77514,490001013A,BARNEHURST STATION #,549943,176298,38,E201,0
6274,51315,490009470S,LYNDHURST ROAD,549755,176017,207,EC11,0
6275,48953,490009470N,LYNDHURST ROAD,549764,176055,30,EC11,0
6276,72697,490015358S,LONG LANE,549691,175823,188,EC10,0
6277,77971,490003974N2,BEXLEYHEATH BUS GARAGE,549664,175670,5,EC09,0
6279,74278,490006620E,FORRESTERS CRESCENT,549602,175482,57,EC08,0
6286,52254,490003973B,BEXLEYHEATH ASDA,548896,175301,101,EC04,0
6287,55603,490003973A,BEXLEYHEATH ASDA,548774,175311,281,EC04,0
6290,77290,490009203C,LION ROAD,548443,175377,280,EC03,0
6294,74484,490013960W,UPTON ROAD,548212,175423,286,EC02,0
6295,54696,490013960E,UPTON ROAD,548257,175424,101,EC02,0
6301,73617,490003948W,BETHEL ROAD,547381,175618,283,E909,0
6302,52984,490003948E,BETHEL ROAD,547456,175615,105,E909,0
6303,72040,490007611W,"GUY, EARL OF WARWICK",547151,175670,285,E908,0
6307,51538,490014352N,UPPER WICKHAM LANE / COTON ROAD,546556,175937,191,E912,0
6308,51701,490014352M,UPPER WICKHAM LANE / COTON ROAD,546535,175889,9,E912,0
6309,56769,490004601S,UPPER WICKHAM LANE / BURNELL AVENUE,546618,176095,211,E810,0
6310,49078,490004601N,UPPER WICKHAM LANE / BURNELL AVENUE,546624,176126,31,E810,0
6313,76965,490012224S,SOMERHILL ROAD,546693,176305,182,E811,0
6314,48233,490006374N,EAST ROAD,546684,176351,3,E811,0
6315,56704,490003880B,LOWER ROAD / BELVEDERE STATION,549598,179044,104,E501,0
6316,53740,490009398N,LOVEL AVENUE,546646,176599,15,E812,0
6317,52280,490014654N,UPPER WICKHAM LANE / WICKHAM STREET,546706,176862,21,E813,0
6318,72495,490014654S,UPPER WICKHAM LANE / WICKHAM STREET,546691,176752,188,E813,0
6319,47199,490006911N,FORESTERS ARMS,546600,177211,314,E806,0
6320,74372,490011070S,PLUMSTEAD CEMETERY,546752,177052,141,E805,0
6323,58030,490003972W,BEXLEYHEATH / HIGHLAND ROAD,549479,175171,287,EC16,0
6324,50376,490003972E,BEXLEYHEATH / HIGHLAND ROAD,549585,175152,107,EC15,0
6327,57078,490011016W2,WATLING STREET / PINNACLE HILL,549782,175080,287,EF20,0
6328,55856,4.90E+10,PARK GROVE,550078,175020,99,EF21,0
6329,58877,4.90E+09,PARK GROVE,550029,175016,278,EF21,0
633,76728,490013958F,UPTON PARK / BOLEYN,541453,183284,161,AF03,0
